# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_MRBM_1
#Generated on Thu Jan 14 13:24:41 2010
#loft_angle burn_time ground_range time_of_flight
88.3500 97.4200 391600.17 390.1022
88.3500 97.4400 392070.95 390.2697
88.3500 97.4600 392542.27 390.4373
88.3500 97.4800 393022.15 390.6050
88.3500 97.5000 393494.53 390.7728
88.3500 97.5200 393967.44 390.9407
88.3500 97.5400 394448.93 391.1088
88.3500 97.5600 394922.91 391.2769
88.3500 97.5800 395397.43 391.4451
88.3500 97.6000 395880.54 391.6134
88.3500 97.6200 396356.13 391.7819
88.3500 97.6400 396840.31 391.9504
88.3500 97.6600 397316.99 392.1190
88.3500 97.6800 397794.20 392.2878
88.3500 97.7000 398280.01 392.4566
88.3500 97.7200 398758.31 392.6255
88.3500 97.7400 399237.15 392.7946
88.3500 97.7600 399724.61 392.9637
88.3500 97.7800 400204.55 393.1330
88.3500 97.8000 400693.10 393.3023
88.3500 97.8200 401174.13 393.4718
88.3500 97.8400 401655.70 393.6413
88.3500 97.8600 402145.90 393.8110
88.3500 97.8800 402628.58 393.9808
88.3500 97.9000 403119.88 394.1507
88.3500 97.9200 403603.66 394.3206
88.3500 97.9400 404087.98 394.4907
88.3500 97.9600 404580.95 394.6609
88.3500 97.9800 405066.39 394.8312
88.3500 98.0000 405560.47 395.0016
88.3500 98.0200 406047.01 395.1721
88.3500 98.0400 406534.10 395.3427
88.3500 98.0600 407029.85 395.5134
88.3500 98.0800 407518.06 395.6842
88.3500 98.1000 408014.93 395.8552
88.3500 98.1200 408504.25 396.0262
88.3500 98.1400 408994.14 396.1973
88.3500 98.1600 409492.70 396.3686
88.3500 98.1800 409983.69 396.5399
88.3500 98.2000 410483.38 396.7114
88.3500 98.2200 410975.50 396.8829
88.3500 98.2400 411476.31 397.0546
88.3500 98.2600 411969.57 397.2264
88.3500 98.2800 412463.38 397.3983
88.3500 98.3000 412965.89 397.5703
88.3500 98.3200 413460.84 397.7424
88.3500 98.3400 413964.49 397.9146
88.3500 98.3600 414460.56 398.0869
88.3500 98.3800 414965.35 398.2593
88.3500 98.4000 415462.57 398.4318
88.3500 98.4200 415968.50 398.6045
88.3500 98.4400 416466.86 398.7772
88.3500 98.4600 416973.93 398.9501
88.3500 98.4800 417473.44 399.1230
88.3500 98.5000 417973.51 399.2961
88.3500 98.5200 418482.31 399.4693
88.3500 98.5400 418983.52 399.6425
88.3500 98.5600 419493.48 399.8159
88.3500 98.5800 419995.86 399.9894
88.3500 98.6000 420506.98 400.1631
88.3500 98.6200 421010.51 400.3368
88.3500 98.6400 421522.80 400.5106
88.3500 98.6600 422027.49 400.6846
88.3500 98.6800 422540.94 400.8586
88.3500 98.7000 423046.80 401.0328
88.3500 98.7200 423561.43 401.2071
88.3500 98.7400 424068.46 401.3815
88.3500 98.7600 424584.26 401.5560
88.3500 98.7800 425092.47 401.7306
